date,zone_id,zone_name,symptom_score,source
2020-04-05,9,Vatara & Kuril,7.45,google_trends
2020-04-05,10,Badda & Aftabnagar,8.08,google_trends
2020-04-05,11,Ramna & Motijheel,12.33,google_trends
2020-04-05,12,Khilgaon & Mugda,11.65,google_trends
2020-04-05,13,Dhanmondi & Azimpur,4.2,google_trends
2020-04-05,14,Wari & Jatrabari,8.3,google_trends
2020-04-05,15,Bashundhara R/A (NSU),14.99,google_trends
2020-04-12,1,Uttara,4.86,google_trends
2020-04-12,2,Mirpur,6.54,google_trends
2020-04-12,3,Gulshan & Banani,6.24,google_trends
2020-04-12,4,Agargaon & Kafrul,5.55,google_trends
2020-04-12,5,Farmgate & Karwan Bazar,8.91,google_trends
2020-04-12,6,Diabari & Ashkona,2.33,google_trends
2020-04-12,7,Uttarkhan & Faidabad,4.07,google_trends
2020-04-12,8,Dakshinkhan & Dumni,2.74,google_trends
2020-04-12,9,Vatara & Kuril,7.17,google_trends
2020-04-12,10,Badda & Aftabnagar,6.08,google_trends
2020-04-12,11,Ramna & Motijheel,10.74,google_trends
2020-04-12,12,Khilgaon & Mugda,9.89,google_trends
2020-04-12,13,Dhanmondi & Azimpur,4.74,google_trends
2020-04-12,14,Wari & Jatrabari,10.54,google_trends
2020-04-12,15,Bashundhara R/A (NSU),10.74,google_trends
2020-04-19,1,Uttara,9.85,google_trends
2020-04-19,2,Mirpur,17.08,google_trends
2020-04-19,3,Gulshan & Banani,15.74,google_trends
2020-04-19,4,Agargaon & Kafrul,9.76,google_trends
2020-04-19,5,Farmgate & Karwan Bazar,11.43,google_trends
2020-04-19,6,Diabari & Ashkona,5.47,google_trends
2020-04-19,7,Uttarkhan & Faidabad,8.53,google_trends
2020-04-19,8,Dakshinkhan & Dumni,6.94,google_trends
2020-04-19,9,Vatara & Kuril,10.93,google_trends
2020-04-19,10,Badda & Aftabnagar,6.06,google_trends
2020-04-19,11,Ramna & Motijheel,16.36,google_trends
2020-04-19,12,Khilgaon & Mugda,13.3,google_trends
2020-04-19,13,Dhanmondi & Azimpur,9.82,google_trends
2020-04-19,14,Wari & Jatrabari,17.06,google_trends
2020-04-19,15,Bashundhara R/A (NSU),17.29,google_trends
2020-04-26,1,Uttara,7.12,google_trends
2020-04-26,2,Mirpur,13.94,google_trends
2020-04-26,3,Gulshan & Banani,8.48,google_trends
2020-04-26,4,Agargaon & Kafrul,8.96,google_trends
2020-04-26,5,Farmgate & Karwan Bazar,19.15,google_trends
2020-04-26,6,Diabari & Ashkona,0.05,google_trends
2020-04-26,7,Uttarkhan & Faidabad,2.53,google_trends
2020-04-26,8,Dakshinkhan & Dumni,4.29,google_trends
2020-04-26,9,Vatara & Kuril,9.04,google_trends
2020-04-26,10,Badda & Aftabnagar,8.11,google_trends
2020-04-26,11,Ramna & Motijheel,16.39,google_trends
2020-04-26,12,Khilgaon & Mugda,12.15,google_trends
2020-04-26,13,Dhanmondi & Azimpur,14.34,google_trends
2020-04-26,14,Wari & Jatrabari,12.23,google_trends
2020-04-26,15,Bashundhara R/A (NSU),15.77,google_trends
2020-05-03,1,Uttara,6.56,google_trends
2020-05-03,2,Mirpur,13.91,google_trends
2020-05-03,3,Gulshan & Banani,14.18,google_trends
2020-05-03,4,Agargaon & Kafrul,8.8,google_trends
2020-05-03,5,Farmgate & Karwan Bazar,14.29,google_trends
2020-05-03,6,Diabari & Ashkona,7.38,google_trends
2020-05-03,7,Uttarkhan & Faidabad,6.44,google_trends
2020-05-03,8,Dakshinkhan & Dumni,3.92,google_trends
2020-05-03,9,Vatara & Kuril,6.55,google_trends
2020-05-03,10,Badda & Aftabnagar,7.07,google_trends
2020-05-03,11,Ramna & Motijheel,7.33,google_trends
2020-05-03,12,Khilgaon & Mugda,11.34,google_trends
2020-05-03,13,Dhanmondi & Azimpur,8.05,google_trends
2020-05-03,14,Wari & Jatrabari,9.17,google_trends
2020-05-03,15,Bashundhara R/A (NSU),17.43,google_trends
2020-05-10,1,Uttara,10.97,google_trends
2020-05-10,2,Mirpur,11.5,google_trends
2020-05-10,3,Gulshan & Banani,4.26,google_trends
2020-05-10,4,Agargaon & Kafrul,8.34,google_trends
2020-05-10,5,Farmgate & Karwan Bazar,9.07,google_trends
2020-05-10,6,Diabari & Ashkona,0.2,google_trends
2020-05-10,7,Uttarkhan & Faidabad,6.38,google_trends
2020-05-10,8,Dakshinkhan & Dumni,7.39,google_trends
2020-05-10,9,Vatara & Kuril,6.76,google_trends
2020-05-10,10,Badda & Aftabnagar,9.57,google_trends
2020-05-10,11,Ramna & Motijheel,8.42,google_trends
2020-05-10,12,Khilgaon & Mugda,7.96,google_trends
2020-05-10,13,Dhanmondi & Azimpur,3.65,google_trends
2020-05-10,14,Wari & Jatrabari,10.59,google_trends
2020-05-10,15,Bashundhara R/A (NSU),9.1,google_trends
2020-05-17,1,Uttara,13.09,google_trends
2020-05-17,2,Mirpur,13.02,google_trends
2020-05-17,3,Gulshan & Banani,13.74,google_trends
2020-05-17,4,Agargaon & Kafrul,6.75,google_trends
2020-05-17,5,Farmgate & Karwan Bazar,11.38,google_trends
2020-05-17,6,Diabari & Ashkona,6.76,google_trends
2020-05-17,7,Uttarkhan & Faidabad,6.67,google_trends
2020-05-17,8,Dakshinkhan & Dumni,0.0,google_trends
2020-05-17,9,Vatara & Kuril,8.87,google_trends
2020-05-17,10,Badda & Aftabnagar,12.42,google_trends
2020-05-17,11,Ramna & Motijheel,8.63,google_trends
2020-05-17,12,Khilgaon & Mugda,11.91,google_trends
2020-05-17,13,Dhanmondi & Azimpur,11.23,google_trends
2020-05-17,14,Wari & Jatrabari,8.33,google_trends
2020-05-17,15,Bashundhara R/A (NSU),18.48,google_trends
2020-05-24,1,Uttara,7.81,google_trends
2020-05-24,2,Mirpur,5.71,google_trends
2020-05-24,3,Gulshan & Banani,2.15,google_trends
2020-05-24,4,Agargaon & Kafrul,11.07,google_trends
2020-05-24,5,Farmgate & Karwan Bazar,13.53,google_trends
2020-05-24,6,Diabari & Ashkona,6.47,google_trends
2020-05-24,7,Uttarkhan & Faidabad,1.9,google_trends
2020-05-24,8,Dakshinkhan & Dumni,3.12,google_trends
2020-05-24,9,Vatara & Kuril,13.67,google_trends
2020-05-24,10,Badda & Aftabnagar,10.79,google_trends
2020-05-24,11,Ramna & Motijheel,8.8,google_trends
2020-05-24,12,Khilgaon & Mugda,11.27,google_trends
2020-05-24,13,Dhanmondi & Azimpur,14.21,google_trends
2020-05-24,14,Wari & Jatrabari,8.61,google_trends
2020-05-24,15,Bashundhara R/A (NSU),17.38,google_trends
2020-05-31,1,Uttara,3.65,google_trends
2020-05-31,2,Mirpur,10.36,google_trends
2020-05-31,3,Gulshan & Banani,12.94,google_trends
2020-05-31,4,Agargaon & Kafrul,6.74,google_trends
2020-05-31,5,Farmgate & Karwan Bazar,13.25,google_trends
2020-05-31,6,Diabari & Ashkona,3.64,google_trends
2020-05-31,7,Uttarkhan & Faidabad,2.52,google_trends
2020-05-31,8,Dakshinkhan & Dumni,2.46,google_trends
2020-05-31,9,Vatara & Kuril,6.63,google_trends
2020-05-31,10,Badda & Aftabnagar,7.43,google_trends
2020-05-31,11,Ramna & Motijheel,12.96,google_trends
2020-05-31,12,Khilgaon & Mugda,8.94,google_trends
2020-05-31,13,Dhanmondi & Azimpur,6.87,google_trends
2020-05-31,14,Wari & Jatrabari,14.49,google_trends
2020-05-31,15,Bashundhara R/A (NSU),14.2,google_trends
2020-06-07,1,Uttara,7.18,google_trends
2020-06-07,2,Mirpur,12.69,google_trends
2020-06-07,3,Gulshan & Banani,7.16,google_trends
2020-06-07,4,Agargaon & Kafrul,8.75,google_trends
2020-06-07,5,Farmgate & Karwan Bazar,13.8,google_trends
2020-06-07,6,Diabari & Ashkona,0.0,google_trends
2020-06-07,7,Uttarkhan & Faidabad,1.44,google_trends
2020-06-07,8,Dakshinkhan & Dumni,8.24,google_trends
2020-06-07,9,Vatara & Kuril,7.3,google_trends
2020-06-07,10,Badda & Aftabnagar,8.98,google_trends
2020-06-07,11,Ramna & Motijheel,18.88,google_trends
2020-06-07,12,Khilgaon & Mugda,10.14,google_trends
2020-06-07,13,Dhanmondi & Azimpur,7.3,google_trends
2020-06-07,14,Wari & Jatrabari,13.51,google_trends
2020-06-07,15,Bashundhara R/A (NSU),15.79,google_trends
2020-06-14,1,Uttara,7.7,google_trends
2020-06-14,2,Mirpur,12.99,google_trends
2020-06-14,3,Gulshan & Banani,7.87,google_trends
2020-06-14,4,Agargaon & Kafrul,4.59,google_trends
2020-06-14,5,Farmgate & Karwan Bazar,9.88,google_trends
2020-06-14,6,Diabari & Ashkona,1.0,google_trends
2020-06-14,7,Uttarkhan & Faidabad,7.66,google_trends
2020-06-14,8,Dakshinkhan & Dumni,7.12,google_trends
2020-06-14,9,Vatara & Kuril,5.49,google_trends
2020-06-14,10,Badda & Aftabnagar,8.18,google_trends
2020-06-14,11,Ramna & Motijheel,10.91,google_trends
2020-06-14,12,Khilgaon & Mugda,8.95,google_trends
2020-06-14,13,Dhanmondi & Azimpur,6.08,google_trends
2020-06-14,14,Wari & Jatrabari,12.17,google_trends
2020-06-14,15,Bashundhara R/A (NSU),11.7,google_trends
2020-06-21,1,Uttara,12.07,google_trends
2020-06-21,2,Mirpur,7.03,google_trends
2020-06-21,3,Gulshan & Banani,8.18,google_trends
2020-06-21,4,Agargaon & Kafrul,7.03,google_trends
2020-06-21,5,Farmgate & Karwan Bazar,11.08,google_trends
2020-06-21,6,Diabari & Ashkona,6.94,google_trends
2020-06-21,7,Uttarkhan & Faidabad,3.44,google_trends
2020-06-21,8,Dakshinkhan & Dumni,1.16,google_trends
2020-06-21,9,Vatara & Kuril,6.59,google_trends
2020-06-21,10,Badda & Aftabnagar,5.34,google_trends
2020-06-21,11,Ramna & Motijheel,8.91,google_trends
2020-06-21,12,Khilgaon & Mugda,6.47,google_trends
2020-06-21,13,Dhanmondi & Azimpur,9.4,google_trends
2020-06-21,14,Wari & Jatrabari,11.3,google_trends
2020-06-21,15,Bashundhara R/A (NSU),15.79,google_trends
2020-06-28,1,Uttara,9.79,google_trends
2020-06-28,2,Mirpur,6.82,google_trends
2020-06-28,3,Gulshan & Banani,10.11,google_trends
2020-06-28,4,Agargaon & Kafrul,10.08,google_trends
2020-06-28,5,Farmgate & Karwan Bazar,11.64,google_trends
2020-06-28,6,Diabari & Ashkona,2.4,google_trends
2020-06-28,7,Uttarkhan & Faidabad,3.59,google_trends
2020-06-28,8,Dakshinkhan & Dumni,4.07,google_trends
2020-06-28,9,Vatara & Kuril,6.03,google_trends
2020-06-28,10,Badda & Aftabnagar,10.34,google_trends
2020-06-28,11,Ramna & Motijheel,15.69,google_trends
2020-06-28,12,Khilgaon & Mugda,5.07,google_trends
2020-06-28,13,Dhanmondi & Azimpur,9.44,google_trends
2020-06-28,14,Wari & Jatrabari,12.85,google_trends
2020-06-28,15,Bashundhara R/A (NSU),15.12,google_trends
2020-07-05,1,Uttara,8.73,google_trends
2020-07-05,2,Mirpur,6.9,google_trends
2020-07-05,3,Gulshan & Banani,9.27,google_trends
2020-07-05,4,Agargaon & Kafrul,1.04,google_trends
2020-07-05,5,Farmgate & Karwan Bazar,8.82,google_trends
2020-07-05,6,Diabari & Ashkona,6.07,google_trends
2020-07-05,7,Uttarkhan & Faidabad,3.95,google_trends
2020-07-05,8,Dakshinkhan & Dumni,0.0,google_trends
2020-07-05,9,Vatara & Kuril,10.62,google_trends
2020-07-05,10,Badda & Aftabnagar,8.33,google_trends
2020-07-05,11,Ramna & Motijheel,8.96,google_trends
2020-07-05,12,Khilgaon & Mugda,6.36,google_trends
2020-07-05,13,Dhanmondi & Azimpur,7.79,google_trends
2020-07-05,14,Wari & Jatrabari,10.5,google_trends
2020-07-05,15,Bashundhara R/A (NSU),11.94,google_trends
2020-07-12,1,Uttara,7.37,google_trends
2020-07-12,2,Mirpur,14.0,google_trends
2020-07-12,3,Gulshan & Banani,12.28,google_trends
2020-07-12,4,Agargaon & Kafrul,6.13,google_trends
2020-07-12,5,Farmgate & Karwan Bazar,11.24,google_trends
2020-07-12,6,Diabari & Ashkona,1.39,google_trends
2020-07-12,7,Uttarkhan & Faidabad,1.22,google_trends
2020-07-12,8,Dakshinkhan & Dumni,0.0,google_trends
2020-07-12,9,Vatara & Kuril,3.17,google_trends
2020-07-12,10,Badda & Aftabnagar,10.85,google_trends
2020-07-12,11,Ramna & Motijheel,6.04,google_trends
2020-07-12,12,Khilgaon & Mugda,9.18,google_trends
2020-07-12,13,Dhanmondi & Azimpur,10.91,google_trends
2020-07-12,14,Wari & Jatrabari,8.77,google_trends
2020-07-12,15,Bashundhara R/A (NSU),13.19,google_trends
2020-07-19,1,Uttara,4.41,google_trends
2020-07-19,2,Mirpur,7.03,google_trends
2020-07-19,3,Gulshan & Banani,8.3,google_trends
2020-07-19,4,Agargaon & Kafrul,8.65,google_trends
2020-07-19,5,Farmgate & Karwan Bazar,3.46,google_trends
2020-07-19,6,Diabari & Ashkona,5.3,google_trends
2020-07-19,7,Uttarkhan & Faidabad,4.65,google_trends
2020-07-19,8,Dakshinkhan & Dumni,3.36,google_trends
2020-07-19,9,Vatara & Kuril,3.94,google_trends
2020-07-19,10,Badda & Aftabnagar,6.61,google_trends
2020-07-19,11,Ramna & Motijheel,10.7,google_trends
2020-07-19,12,Khilgaon & Mugda,9.25,google_trends
2020-07-19,13,Dhanmondi & Azimpur,6.5,google_trends
2020-07-19,14,Wari & Jatrabari,9.21,google_trends
2020-07-19,15,Bashundhara R/A (NSU),17.25,google_trends
2020-07-26,1,Uttara,3.24,google_trends
2020-07-26,2,Mirpur,6.59,google_trends
2020-07-26,3,Gulshan & Banani,6.85,google_trends
2020-07-26,4,Agargaon & Kafrul,2.98,google_trends
2020-07-26,5,Farmgate & Karwan Bazar,6.73,google_trends
2020-07-26,6,Diabari & Ashkona,4.44,google_trends
2020-07-26,7,Uttarkhan & Faidabad,0.9,google_trends
2020-07-26,8,Dakshinkhan & Dumni,6.89,google_trends
2020-07-26,9,Vatara & Kuril,2.24,google_trends
2020-07-26,10,Badda & Aftabnagar,6.95,google_trends
2020-07-26,11,Ramna & Motijheel,10.55,google_trends
2020-07-26,12,Khilgaon & Mugda,7.01,google_trends
2020-07-26,13,Dhanmondi & Azimpur,4.15,google_trends
2020-07-26,14,Wari & Jatrabari,8.32,google_trends
2020-07-26,15,Bashundhara R/A (NSU),5.46,google_trends
2020-08-02,1,Uttara,3.79,google_trends
2020-08-02,2,Mirpur,6.01,google_trends
2020-08-02,3,Gulshan & Banani,5.46,google_trends
2020-08-02,4,Agargaon & Kafrul,3.71,google_trends
2020-08-02,5,Farmgate & Karwan Bazar,4.63,google_trends
2020-08-02,6,Diabari & Ashkona,1.29,google_trends
2020-08-02,7,Uttarkhan & Faidabad,5.44,google_trends
2020-08-02,8,Dakshinkhan & Dumni,5.32,google_trends
2020-08-02,9,Vatara & Kuril,8.7,google_trends
2020-08-02,10,Badda & Aftabnagar,3.39,google_trends
